id,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,side_a_new_id,side_a,side_b_new_id,side_b,country_id,country,region,source_article,year,date_start,date_end,deaths_a,deaths_b,civilian_deaths,unknown,best,high,low,latitude,longitude,electoral_vio,electoral_vio_uncertainty,electoral_vio_source,electoral_purpose,electoral_side_a,electoral_side_a_2,electoral_side_a_inc,electoral_side_b,electoral_side_b_2,electoral_side_b_inc,electoral_perpetrator,electoral_targets,electoral_type,electoral_timing,relid,ucdp_ged,Afghanistan,Albania,Algeria,Angola,Bangladesh,Benin,Bolivia,Brazil,Burundi,Cambodia (Kampuchea),Central African Republic,Colombia,Congo,DR Congo (Zaire),Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Ethiopia,Fiji,Gambia,Georgia,Ghana,Guatemala,Guinea,Guinea-Bissau,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Ivory Coast,Jamaica,Kenya,Kosovo,Kyrgyzstan,Lebanon,Lesotho,Libya,Madagascar (Malagasy),Malawi,Malaysia,Mali,Mauritania,Mexico,Moldova,Mozambique,Myanmar (Burma),Namibia,Nepal,Nicaragua,Nigeria,Pakistan,Papua New Guinea,Peru,Philippines,Russia (Soviet Union),Senegal,Serbia (Yugoslavia),Sierra Leone,Somalia,South Africa,Spain,Sri Lanka,Sudan,Tanzania,Thailand,Tunisia,Turkey,Uganda,Ukraine,United Kingdom,Venezuela,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia),Africa,Americas,Asia,Europe,Middle East,electoral_vio_uncertainty_0,electoral_vio_uncertainty_1,electoral_vio_uncertainty_2,type_of_violence_1,type_of_violence_2,type_of_violence_3,type_of_violence_4,electoral_perpetrator_1,electoral_perpetrator_2,electoral_perpetrator_3,electoral_perpetrator_4,side_a_Civilians,side_a_ExternActors,side_a_Militia,side_a_Other,side_a_PoliticalSupporters,side_a_Politicians,Public officials,side_a_RebelGroup,side_a_SecurityForces,side_a_Unclear,side_b_Civilians,side_b_Militia,side_b_Other,side_b_PoliticalSupporters,side_b_Politicians,side_b_PublicOfficials,side_b_RebelGroup,side_b_SecurityForces,side_b_Unclear,electoral_purpose_disrupt,electoral_purpose_divergent affiliations,electoral_purpose_crack down on protest and/or riot,electoral_purpose_protect results,electoral_purpose_unclear,electoral_purpose_spell,electoral_purpose_eliminate opponent,electoral_purpose_retaliate violent acts,electoral_purpose_overturn results,electoral_purpose_secure elections,electoral_purpose_preemptive violence,electoral_purpose_prevent from voting,electoral_purpose_shape results,electoral_purpose_retaliate for voting for other candidate,electoral_purpose_repress opposition,electoral_purpose_punishment,electoral_purpose_crack down on prostest and/or riot,electoral_purpose_oppose democratic conduct,electoral_purpose_intimidate opponent,electoral_purpose_demand democratic conduct,electoral_purpose_hinder electoral misconduct,electoral_purpose_retaliate for voting for alternative candidate,electoral_purpose_crack down on riot and/or protest,electoral_purpose_retaliate for voting for candidate,electoral_purpose_forcibly displace groups in order to shape results,electoral_purpose_retaliate acts in electoral process,electoral_purpose_prevent electoral misconduct,electoral_purpose_Unknown,electoral_purpose_secure election,electoral_purpose_crackdown on protest and/or riot,electoral_purpose_call for change in electoral process,electoral_purpose_Secure elections,electoral_purpose_intimidate voters,electoral_purpose_crack down on riots and/or protests,electoral_purpose_.,electoral_purpose_crack down on protest and/or riot/retaliate violent events,electoral_purpose_Unclear,electoral_purpose_diverging affiliations,electoral_targets_2,electoral_targets_6,electoral_targets_3,electoral_targets_5,electoral_targets_10,electoral_targets_1,electoral_targets_9,electoral_targets_7,electoral_targets_11,electoral_targets_-99,electoral_targets_8,electoral_targets_4,electoral_type_2,electoral_type_1,electoral_type_3,electoral_type_4,electoral_type_5,"electoral_type_2,3","electoral_type_1,3","electoral_type_1,4",electoral_timing_2,electoral_timing_1,electoral_timing_3,electoral_timing_4,electoral_timing_8,country_new,Country_x,Abbreviation,year_string,country_year,Country_y,Year,Country Abbreviation,GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),Gini index,"Inflation, consumer prices (annual %)",Political Stability and Absence of Violence/Terrorism: Estimate,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
13655,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1993,1993-08-01,1993-08-01,0,1,0,0,1,1,1,-27.76952,30.791653,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,1,3,"1,3",1,SAF-1993-2-312-357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1993,ZAF1993,South Africa,1993,ZAF,181570878123.14905,1.233557938647408,4269.700163552665,59.3,9.71746732988991,0.0,20.819
13664,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-02-14,1994-02-14,0,1,0,0,1,1,1,-28.616667,31.966667,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,1,3,"1,3",1,SAF-1994-2-312-182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13666,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-01-17,1994-01-17,0,0,0,1,1,1,1,-28.761974,31.893293,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1994-2-312-164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13667,3,477,Government of South Africa - Civilians,944,102,Government of South Africa,1,Civilians,560,South Africa,Africa,TRC Report,1993,1993-08-07,1993-08-07,0,0,1,0,1,1,1,-29.133711,31.397521,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,repress opposition,Security forces,,1,Political supporters,,0,2,3,"1,3",1,SAF-1993-3-560-36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1993,ZAF1993,South Africa,1993,ZAF,181570878123.14905,1.233557938647408,4269.700163552665,59.3,9.71746732988991,0.0,20.819
13668,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-03-20,1994-03-20,1,0,0,0,1,1,1,-29.516861,30.926874,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1994-2-312-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13669,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-03-20,1994-03-20,1,0,0,0,1,1,1,-29.965717,30.886394,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1994-2-312-123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13671,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-04-22,1994-04-22,0,1,0,0,1,1,1,-30.741369,30.454992,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1994-2-312-113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13672,3,592,PAC - Civilians,1059,665,PAC,1,Civilians,560,South Africa,Africa,TRC Report,1994,1994-02-14,1994-02-14,0,0,1,0,1,1,1,-27.757956,29.931803,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,unclear,Political supporters,,0,Civilians,,0,1,9,"1,3",1,SAF-1994-3-1524-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13673,3,477,Government of South Africa - Civilians,944,102,Government of South Africa,1,Civilians,560,South Africa,Africa,"Reuters, 1994-01-07, TRC Report",1994,1994-01-06,1994-01-06,0,0,1,0,1,1,1,-33.983511,18.570596,1,0,None/Unknown,repress opposition,Security forces,,1,Political supporters,,0,1,3,"1,3",1,SAF-1994-3-560-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13674,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1993,1993-12-10,1993-12-10,0,0,1,0,1,1,1,-28.496512,32.038329,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,4,3,"1,3",1,SAF-1993-2-312-248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1993,ZAF1993,South Africa,1993,ZAF,181570878123.14905,1.233557938647408,4269.700163552665,59.3,9.71746732988991,0.0,20.819
13685,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-04-11,1994-04-11,1,0,0,0,1,1,1,-29.516861,30.926874,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1994-2-312-83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13690,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-02-13,1994-02-13,1,0,0,0,1,1,1,-29.516861,30.926874,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1994-2-312-225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13701,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,"Reuters, 1994-04-12",1994,1994-04-11,1994-04-11,0,3,0,0,3,3,3,-29.751053,30.962036,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,1,3,"1,3",1,SAF-1994-2-312-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13704,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-04-23,1994-04-23,0,1,0,0,1,1,1,-29.616785,30.39278,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1994-2-312-228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
13707,3,1909,IFP - Civilians,2391,1117,IFP,1,Civilians,560,South Africa,Africa,"Reuters, 1993-09-21",1993,1993-09-15,1993-09-21,0,0,7,0,7,7,7,-29.857896,31.029198,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1993-3-2002-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1993,ZAF1993,South Africa,1993,ZAF,181570878123.14905,1.233557938647408,4269.700163552665,59.3,9.71746732988991,0.0,20.819
13708,3,477,Government of South Africa - Civilians,944,102,Government of South Africa,1,Civilians,560,South Africa,Africa,TRC Report,1993,1993-07-25,1993-07-25,0,0,1,0,1,1,1,-26.138159,28.424922,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,repress opposition,Security forces,,1,Political supporters,,0,4,3,"1,3",1,SAF-1993-3-560-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1993,ZAF1993,South Africa,1993,ZAF,181570878123.14905,1.233557938647408,4269.700163552665,59.3,9.71746732988991,0.0,20.819
13711,2,4840,Supporters of ANC - Supporters of IFP,5450,1086,Supporters of ANC,620,Supporters of IFP,560,South Africa,Africa,TRC Report,1994,1994-02-28,1994-02-28,1,0,0,0,1,1,1,-28.761974,31.893293,1,2,SAHO 2011. South African History Online.Countdown to elections July 1993 - April 1994. 03 April 2011. Retrieved 2018-10-31. https://www.sahistory.org.za/article/countdown-elections,divergent affiliations,Political supporters,,0,Political supporters,,0,2,3,"1,3",1,SAF-1994-2-312-100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,South Africa,South Africa,ZAF,1994,ZAF1994,South Africa,1994,ZAF,187381146228.4856,3.20000000297172,4330.711476871873,0.0,8.93852493545717,0.0,20.464
