channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_thumbnail,video_tags,collection_date,day,day_published,publish_date
ESPN,UCiWLfSweyRNmLpgEHekhoAg,1695333678.0,Travis Kelce wants Taylor Swift to watch him ROCK THE STAGE at Arrowhead 🤯 | The Pat McAfee Show,"On The Pat McAfee Show, Travis Kelce talks about the Taylor Swift rumors, the one thing the entire world is waiting to know the answer to.
#ESPN #PMSLive #PatMcAfeeShow 

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://www.espn.com/espn/apps/espn
✔️Subscribe to ESPN on YouTube: http://es.pn/SUBSCRIBEtoYOUTUBE
✔️ Subscribe to NBA on ESPN on YouTube: http://bit.ly/SUBSCRIBEtoNBAonESPN
✔️ Watch ESPN on YouTube TV: http://es.pn/YouTubeTV",17,45723,133,582,,https://i.ytimg.com/vi/puw71IqCvB4/hqdefault.jpg,travis kelce|travis kelce taylor swift|travis kelce tswift|travis kelce taylor swift rumors|the pat mcafee show|the pat mcafee show live|pat mcafee|pat mcafee live|pat mcafee espn|espn pat mcafee|aj hawk|travis kelce kansas city chiefs|McAfeeESPN2023,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 22:01:18
The Herd with Colin Cowherd,UCFDidMd82mpDkKijLUqHp7A,1695327246.0,Colin is a T-Swift-Kelce couple stan 🫶 #taylorswift #traviskelce #shorts,"#TheHerd #NFL #TravisKelce

SUBSCRIBE to get all the latest content from The Herd: http://foxs.pt/SubscribeTHEHERD
The all-new FOX Sports App, built for the modern sports fan: https://tinyurl.com/y4uouolb 
 
►Watch the latest content from The Herd: http://foxs.pt/LatestOnTheHerd 

▶The Carton Show's YouTube channel: http://sprtspod.fox/SubscribeCartonShow
▶First Things First's YouTube channel: http://foxs.pt/SubscribeFIRSTTHINGSFIRST
►UNDISPUTED’s YouTube channel: http://foxs.pt/SubscribeUNDISPUTED 
►Speak’s YouTube channel: http://sprtspod.fox/SUBSCRIBEtoSpeak 
►The Skip Bayless Show YouTube channel: http://sprtspod.fox/SUBSCRIBESkipShow
►What's Wright? with Nick Wright YouTube channel: http://sprtspod.fox/whatswright/youtube

See more from THE HERD: http://foxs.pt/THEHERDFoxSports 
Like THE HERD on Facebook: http://foxs.pt/THEHERDFacebook 
Follow THE HERD on Twitter: http://foxs.pt/THEHERDTwitter 
Follow THE HERD on Instagram: http://foxs.pt/THEHERDInstagram 
Follow Colin Cowherd on Twitter: http://foxs.pt/ColinCowherdTwitter 
 
About The Herd with Colin Cowherd:
The Herd with Colin Cowherd is a three-hour sports television and radio show on FS1 and iHeartRadio. Every day, Colin will give you his authentic, unfiltered opinion on the day’s biggest sports topics.

Colin is a T-Swift-Kelce couple stan 🫶 #taylorswift #traviskelce #shorts
https://youtube.com/shorts/46lCEIzVMSA

The Herd with Colin Cowherd
https://www.youtube.com/c/colincowherd",17,26529,25,572,,https://i.ytimg.com/vi/46lCEIzVMSA/hqdefault.jpg,fox|fox sports|fs1|fox sports 1|colin cowherd|cowherd|colin|the herd|sports|news|NFL|NFC|Football|sports news|sports debate|NFL on FOX|AFC|AFC South|AFC North|NFC South|NFC North|NFC West|NFC East|AFC West|AFC East|2023|nfl season|national football league|nfl news|nfl talk|kelce|travis kelce|taylor swift|swiftie,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 20:14:06
E! News,UCjDsbbzHgTrGc4Ff26TJtsA,1695349882.0,Travis Kelce Sets the Record Straight on Taylor Swift Dating Rumors | E! News,"After sparking dating speculation with Taylor Swift, Kansas City Chiefs tight end Travis Kelce is setting the record straight on his relationship status! The NFL player first raised eyebrows about a potential romance with the singer in July. At the time, he admitted he tried to shoot his shot when Taylor arrived in Kansas City for her Eras Tour concert.

Full Story: https://www.eonline.com/news/1386055/travis-kelce-officially-addresses-taylor-swift-romance-rumors?source=youtube&medium=enews

#TravisKelce #TaylorSwift #ENews

Subscribe: http://bit.ly/enewssub

About E! News:
The E! News team brings you the latest breaking entertainment, fashion and Pop Culture news. Featuring exclusive segments, celebrity highlights, trend reports and more, the E! News channel is the only destination Pop Culture fans need to stay in the know.

Download The E! News App For The Latest Celebrity News and Trending Videos: https://eonline.onelink.me/yMtl/4ead5017

Your favorite shows, movies and more are here. Stream now on Peacock. https://bit.ly/PeacockEEnt

Connect with E! News:
Visit the E! News WEBSITE: http://eonli.ne/enews
Like E! News on FACEBOOK: https://www.facebook.com/enews/
Check out E! News on INSTAGRAM: https://www.instagram.com/enews/
Follow E! News on TWITTER: https://twitter.com/enews

Travis Kelce Sets the Record Straight on Taylor Swift Dating Rumors | E! News
http://www.youtube.com/user/enews",24,25980,48,229,,https://i.ytimg.com/vi/RRJBjBNiT1M/hqdefault.jpg,E! News Now|CATCHING KELCE|CATCHING_KELCE|COUPLES|FOOTBALL|NFL|PARTNER AMAZON|RUMORS|TAYLOR SWIFT|TAYLOR_SWIFT|TOP STORIES|TRAVIS KELCE|TRAVIS_KELCE|WOCHIT|E! NEWS NOW|CELEBRITIES|ENTERTAINMENT|NEWS|TOP_STORIES|celebrity|entertainment|Celebrity News|Newest Celebrity News|E! News|E! Entertainment|News|E!|Top Stories|Pop Culture|Breaking News|Breaking|Live|Interviews|Fashion|Trending|Gossip|Hollywood|Entertainment|Celebrity|Latest Celebrity News|Celebrity Stories,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 02:31:22
ESPN,UCiWLfSweyRNmLpgEHekhoAg,1695333735.0,Travis Kelce has a special message for Taylor Swift 😉 #shorts,"✔️ Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://www.espn.com/espn/apps/espn
✔️ Subscribe to ESPN on YouTube: http://es.pn/SUBSCRIBEtoYOUTUBE
✔️ Subscribe to NBA on ESPN on YouTube: http://bit.ly/SUBSCRIBEtoNBAonESPN
✔️ Watch ESPN on YouTube TV: http://es.pn/YouTubeTV",17,22605,32,1071,,https://i.ytimg.com/vi/Bp7JpGZTq_0/hqdefault.jpg,espn|sports,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 22:02:15
Barstool Radio Clips,UCJJpy1wHR8SoHJxaLTA2Yyw,1695319251.0,KFC and Kelly Keegs Get into a Screaming Match Over Taylor Swift Rumors,"Barstool Radio is back and hosted by Kevin Clancy, John Feitelberg, and Tom Scibelli. Get inside and stir up the Barstool drama every day.

Taylor Swift/Sophie Turner photo cred: Backgrid
https://www.instagram.com/backgrid_usa/?hl=en
https://www.youtube.com/@backgrid

Watch or listen to full episode of Barstool Radio here: https://linktr.ee/barstoolradio

#BarstoolRadio",23,20967,137,145,,https://i.ytimg.com/vi/xaxJPMQKvMI/hqdefault.jpg,barstool radio|barstool sports|kevin clancy|john feitelberg|kfc barstool|tommy smokes|tom scibelli|barstool drama|barstool radio clips|taylor swift|kelly keegs|travis kelce|jason kelce|taylor swift travis kelce,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 18:00:51
Hurrdat Media,UC6HUVquRPAaeMF-gD5gtxFA,1695328054.0,Sophie Turner and Taylor Swift in NYC + Travis Kelce Dating Taylor?? #sophieturner #taylorswift,,24,15019,1,214,,https://i.ytimg.com/vi/p7Qv2NxF4Zo/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 20:27:34
We'll Be Seein' Podcast,UC5crECSEQbbcVKK3EAvRfXQ,1695355290.0,Travis Kelce and Taylor Swift are #official #traviskelce #taylorswift #swifties,,17,12817,9,541,,https://i.ytimg.com/vi/QOCite2o7VU/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 04:01:30
Mark Titus Show,UCtNjwQ71pt7QBZ9Hobelm8g,1695340804.0,Travis Kelce is dating Taylor Swift?,,17,10792,11,351,,https://i.ytimg.com/vi/AEWUZK27vC8/hqdefault.jpg,sports|college football|nfl|college basketball|ncaa|taylor swift|travis kelce|rutgers|purdue|gonzaga|notre dame|ohio state|cfb|mark titus|the mark titus show|tj hitchings|the yak|jeff teague|football,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 00:00:04
Jocin' Bad Podcast,UCxpHJ6W5kw2s5vEhgsyJXXg,1695342361.0,Travis Kelce and Taylor Swift dating now!❤️ #traviskelce #taylorswift #dating #shorts,,24,10486,2,,,https://i.ytimg.com/vi/VJ1Rya-EljY/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 00:26:01
KFC Radio,UCS7DF7CP_bOyZ2T1c1Uoz9g,1695304808.0,Taylor Swift and Travis Kelce Dating Rumors are Confirmed by Brother Jason Kelce - Full Episode,"Timecodes:
02:35 Taylor Swift and Travis Kelce    
06:57 Hasan Minhaj lied a lot in his special    
30:00 Lauren Boebert Getting Felt Up in Theater    
41:26 Raise the ticket prices for broadway    
46:32 Video Voicemails    
01:18:48 Gary Gulman Interview Preview 

+++++++++++++++++++++++++++++++

Stacker2:
Buy Stacker2Chew Energy Gummies and B12 Energy Shots at Dollar General, where you can find all your favorite Stacker 2 products, or go to https://Stacker2.com.

Gametime:
Download the Gametime app or go to https://gametime.co, enter your email, and redeem code KFC for $20 off your first purchase (terms apply). 

HelloFresh:
Go to https://HelloFresh.com/50kfc and use code 50kfc for 50% off plus 15% off the next 2 months!

CBS:
Buddy Games, new Thursdays at 9/8 Central on CBS and streaming on Paramount Plus

BetterHelp:
KFC Radio is sponsored by BetterHelp. Visit https://BetterHelp.com/KFC today to get 10% off your first month.

+++++++++++++++++++++++++++++++

Leave a Voicemail or get tickets to see us live here: https://linktr.ee/kfcr

Looking for a side-splitting comedy podcast? Look no further than KFC Radio from Barstool Sports! Hosted by Kevin Clancy and John Feitelberg, this hilarious show covers everything from pop culture and current events to personal stories and relationship advice. With their signature irreverent humor and quick wit, Kevin and John keep their listeners laughing week after week. Tune in for a dose of gut-busting laughter and become a part of the KFC Radio community today!

#KFCRadio #BarstoolSports",23,9057,17,146,,https://i.ytimg.com/vi/AhPY-11boKI/hqdefault.jpg,kfc radio|kfc voicemail|barstool sports|barstool podcast|kfc barstool|voicemail|barstool voicemail|feitelberg|feits barstool|barstool sports podcast|kfc|radio|kevin clancy|comedy|travis kelce|taylor swift|jason kelce|celebrity news|entertainment news|celebrity gossip|sports news|pop culture|jason kelce travis kelce|taylor swift dating|taylor swift eras tour|taylor swift songs|hasan minhaj|hasan minhaj controversy|hasan minhaj lies,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 14:00:08
Celebrity Updates ,UCt8NFgdPp4Now_jBogXc-bg,1695319189.0,Taylor Swift and Travis Kelce is now 100% confirmed by Travis's brother Jason. tiktok hannahkosh,"Our channel provide the latest celebrity news and keep you updated

Hope you enjoy the celebrity videos we provide and 
Subscribe us for more daily content.

#taylorswift #traviskelce",22,8309,1,100,,https://i.ytimg.com/vi/uzQOr_Nt4kE/hqdefault.jpg,jimmy fallon|billie eilish|justin bieber|ariana grande|selena gomez|taylor swift|harry styles|miley cyrus|celebrity|kylie jenner|shawn mendes|tom holland|demi lovato|chris hemsworth|will smith|jennifer lawrence|celebrities|Celebrity news|kristen stewart|gigi hadid|hailey bieber|addison rae|zayin malik|tiktok|nicki minaj|pop culture|Kim Kardashian|Kendall Jenner|Kaney West|Pete Davidson|Jimmy Fallon|Grammys|charli d'amelio|dixie d'amelio,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 17:59:49
Sneaky Sports,UC0Iao0AU2VMAMmNxHl31Lyw,1695334438.0,Jason Kelce Confirms Travis Kelce Is Dating Taylor Swift 😳,,24,7479,10,184,,https://i.ytimg.com/vi/_t-qdulwknA/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 22:13:58
Quick News,UC6brnSxmc7heaB-xcOnSv8g,1695360060.0,Travis Kelce Addresses Taylor Swift Romance Rumors,"#celebrities #traviskelce #taylorswift #romancerumors
Kansas City Chiefs tight end Travis Kelce has addressed the rumors of him dating Taylor Swift after trying to connect with her at her Kansas concert. He revealed what he said to her recently, putting the ball in Swift's court.",25,6481,5,95,,https://i.ytimg.com/vi/fHZSb1NxaYA/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 05:21:00
Undrafted Amateurs,UCH3sMgRfvQYR51MCPI7206g,1695339873.0,Travis Swift and Taylor Kelce Would Be the ULTIMATE Power Couple,"Your weekly dose of sports, news, business, and more delivered with good vibes and unqualified opinions.

Hosted by Christian Mosier and Joe Wise

You can find every episode of this show on Apple Podcasts, Spotify or YouTube. For more, visit https://beacons.ai/undraftedamateurs

#Podcast #TaylorSwift #TravisKelce",24,5038,17,235,,https://i.ytimg.com/vi/2Z1rPfTvSQU/hqdefault.jpg,podcast|sports|entertainment|business|news|world events|opinions|undrafted|amateurs|comedy|celebrity couple|Taylor swift|travis kelce|love story|power couple,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 23:44:33
TSN,UC--i2rV5NCxiEIPefr3l-zQ,1695351172.0,"Will Kelce, Swift relationship work? - OverDrive","Bryan Hayes, Jeff O’Neill and Jamie McLennan discuss how Travis Kelce and Taylor Swift’s relationship will work during the NFL season and have either of the guys took their shot at a celebrity during their playing days.",17,4295,14,19,,https://i.ytimg.com/vi/-r5DrrmQwbM/hqdefault.jpg,Eras Tour|Kelce|NFL|Swift|Taylor Swift|Travis Kelce,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 02:52:52
Access Hollywood,UCiKGMZZmZXK-RpbKJGXgH3Q,1695345426.0,Travis Kelce REACTS To Taylor Swift Dating Rumors,"Travis Kelce has finally broken his silence on the swirling rumors that he and Taylor Swift are dating! On Thursday, the 33-year-old NFL star made an appearance on ""The Pat McAfee Show"" and he didn’t shy away from sharing his thoughts on the chatter. ""It's hilarious how much traction this has actually got. I think right now it's like that old game at school, 'Telephone,' where everyone is just whispering in each other's ears and hearing some random stuff. No one actually knows what's going on,"" he revealed. Travis did playfully throw blame on his brother, Jason Kelce, though, for fueling the fire even further. ""Especially when you've got Jason Kelce going on national television and telling both sides. He doesn't know, it's true, it's this and that...The guy is ridiculous, he can't stay out of the fricking headlines,"" Travis teased. The Kansas City Chiefs player did conclude by saying of Taylor that he ""threw the ball in her court"" to come see him play in Arrowhead Stadium.

0:00 - Travis Kelce appears on the Pat McAfee Show. 
1:00 - Travis playfully blames his brother for the rumors. 
2:00 - Travis reflects on how much traction the story has gotten.
3:00 - Travis tried to give his number to Taylor during her Eras tour.
4:20 - Travis's comments about the story blowing up. 
5:20 - Travis's rapid-fire interview from back in May. 

Get More Access :
Facebook: https://www.facebook.com/accesshollywood/
Twitter: https://twitter.com/accesshollywood
Instagram: https://www.instagram.com/accesshollywood/

About Access Hollywood:
Access Hollywood is a nationally syndicated daily entertainment news show. Access Hollywood delivers the most comprehensive coverage of entertainment news and personalities on television, featuring in-depth celebrity interviews and behind-the-scenes accounts of the most important events in Hollywood.

Travis Kelce REACTS To Taylor Swift Dating Rumors
https://www.youtube.com/AccessOnline

#AccessHollywood 
#TravisKelce 
#TaylorSwift",24,4125,21,137,,https://i.ytimg.com/vi/vxoB5ZwgBus/hqdefault.jpg,Travis Kelce|Taylor Swift|dating|rumors|The Pat McAfee Show|celebrity|lifestyle|news|relationship|brothers|Celebrity News|Celebrity Entertainment|Celebrity Entertainment News|Newest Celebrity News|Celebrity Interviews|Entertainment News|Entertainment|Social Media News|Social Media Posts|Celebrity Scandals|Access Hollywood News|Access Hollywood Celebrity News|Access Hollywood Newest News|Access Hollywood Entertainment|Access Hollywood Entertainment News,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 01:17:06
Day One Podcast,UCxE6coqqXhs2YhuKJp1aFiQ,1695357512.0,Taylor Swift and Travis Kelce DATING? #shorts #nfl #chiefs,,24,3664,1,94,,https://i.ytimg.com/vi/brxn7N0z56Q/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 04:38:32
Punch Line Podcast with Marlon Humphrey,UCMoyHyYsLb1UkmJ0RW9gKug,1695345239.0,Taylor Swift is dating Travis Kelce per source #football #taylorswift,,17,3533,4,92,,https://i.ytimg.com/vi/-s2n47Fu6I0/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 01:13:59
TSN,UC--i2rV5NCxiEIPefr3l-zQ,1695351978.0,Are Travis Kelce and Taylor Swift dating? - OverDrive | Part 1 | Sep 21st 2023,"Bryan Hayes, Jeff O’Neill and Jamie McLennan discuss the Blue Jays win over the Yankees, Aaron Boone’s ejection and Travis Kelce and Taylor Swift’s relationship. They also chat about Artemi Panarin’s decision to shave his head, unrestricted free agent Patrick Kane rehabbing his surgery in Toronto and more. They are joined by TSN Baseball Insider Steve Phillips to discuss Vladimir Guerrero Jr.’s injury, the update on Alek Manoah’s status, how the Blue Jays plan to manage the DH spot in the lineup with so many key players banged up at the same time and more.",17,2211,8,21,,https://i.ytimg.com/vi/xoSp6Srxp7c/hqdefault.jpg,Blue Jays|Boone|DH|Kelce|Ohtani|OverDrive|Panarin|Patrick Kane|Swift|Taylor Swift|Travis Kelce|Vladimir Guerrero J|Yankees,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 03:06:18
Wondery,UCwcWc2zH0m66_CHILH1seNg,1695354300.0,Is Taylor Swift in Her Travis Kelce Era? | Rich and Daily | Podcast,"Rumor has it that Taylor Swift may have a new “Lover.” After Super Bowl champ Travis Kelce said he wanted to give his phone number to the pop superstar back in July, there’s been a lot of speculation about a possible romance between the two. The Kansas City Chiefs tight end has been playing coy about dating rumors, but there hasn’t been any outright denial either. And now Travis’s brother, Philadelphia Eagles center Jason Kelce, has added some fuel to the rumor mill. So is it true that Taylor is in her NFL era, or is she still playing the field?

Follow us on socials: 
Brooke Siffrinn https://www.instagram.com/brookesiffrinn
Aricia Skidmore-Williams https://www.instagram.com/ariciaskidmorewilliamsss/

Connect with Wondery
http://wondery.com/shows
http://facebook.com/WonderyMedia
http://twitter.com/WonderyMedia
http://instagram.com/WonderyMedia

#richanddaily #wondery #taylorswift #traviskelce",24,2148,4,39,,https://i.ytimg.com/vi/DIuJ9AVZnO4/hqdefault.jpg,wondery|podcast|wondery podcast|celebrity news today|Taylor Swift|Travis Kelce|dating|rumors|Jason Kelce|NFL|Eras Tour|boyfriend|true|Super bowl|eagles|chiefs|Kansas City|lover|love story|Taylor's Version|taylor swift eras tour|taylor swift anti hero|jason and travis kelce podcast taylor swift,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 03:45:00
This Deserves The Music,UCZ9migdIJoKyTymYocQn_Og,1695345155.0,TAYLOR SWIFT & TRAVIS KELCE?? #shorts #news #celebrity,"This video is about the recent Taylor Swift and NFL star Travis Kelce dating rumors.  The sports world finally gets to report about Taylor Swift.  

#funny #football 

**There are so many songs out there.  I write songs for everyday things that don’t have songs written about them.   Please like and subscribe for more songs like this.  Also, please let me know if you have an idea for future videos!**",25,2082,2,41,,https://i.ytimg.com/vi/p8sPTmIHk2E/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 01:12:35
Greg Ivory,UCrvGnVkZPppa6sdXSQaL-sQ,1695322021.0,TAYLOR SWIFT & TRAVIS KELCE DATING !?,,22,1669,1,27,,https://i.ytimg.com/vi/pIrRtCxLn6I/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 18:47:01
ESPN Shorts,UCzq7Lv8Rflx055QdUtfuLZA,1695330002.0,Stephen A. addresses the Taylor Swift & Travis Kelce rumors 😂 #shorts,Stephen A. addresses the Taylor Swift & Travis Kelce rumors 😂 #shorts,22,1034,0,10,,https://i.ytimg.com/vi/1mPQGhbXIxo/hqdefault.jpg,espn|espn talent|espn shorts|Stephen A. addresses the Taylor Swift & Travis Kelce rumors 😂 #shorts,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 21:00:02
Gossip Galore: All-Access Celebrity News,UCcNMA03YpmYH6sffIFsJcWQ,1695329783.0,Taylor Swift 💖 Travis Kelce Dating News Celebrity Gossip #PowerCouple,"Brace yourselves, music and sports fans, because we have some sizzling gossip for you! In this exclusive YouTube short video, we delve into the unexpected and steamy romance between the iconic pop sensation, Taylor Swift, and the talented NFL superstar, Travis Kelce. Join us as we uncover the clues, analyze their social media interactions, and explore the possibility of their secret dating life. From red carpet appearances to cozy Instagram posts, we leave no stone unturned in this tantalizing investigation. Get ready for all the juicy details, unexpected connections, and sparks flying between these two A-listers. Don't miss out on this electrifying revelation - hit that play button now and prepare to be swept away by the whirlwind romance of Taylor Swift and Travis Kelce!

#TaylorSwift
#TravisKelce
#CelebrityNews
#DatingRumors
#EntertainmentGossip
#Hollywood
#PopCulture
#LoveLife
#CelebrityCouple
#Rumors
#Swifties
#MusicNews
#PowerCouple
#LoveStory
#CelebRomance
#KelceFamily",24,1005,2,17,,https://i.ytimg.com/vi/K80xMCQzG-4/hqdefault.jpg,celebrity news|celebrity gossip|people magazine|Taylor Swift|Travis Kelce|travis kelce taylor swift|travis kelce|pop culture|celebrities|celeb news|celebrity news today 2023|celebrity news today|entertainment news|new celebrity news|latest celebrity news|celebrity|top celebrity news|recent celebrity news|entertainment tonight|gossip magazine|page six|breaking|trending news|viral videos|sports news|tea spill,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 20:56:23
Cbarb4cut,UC6BTN5vWogH4Yu3EI9j0iEQ,1695340488.0,Travis Kelce addresses Taylor Swift rumors #traviskelce #taylorswift #patmcafee,,20,819,0,17,,https://i.ytimg.com/vi/JS-RJtTF0k8/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 23:54:48
PGM VN,UCqnJaQRsfTv7-qqXG44VhbQ,1695330037.0,Taylor Swift and 'new boyfriend' Travis Kelce let slip so many clues that they are dating,"Taylor Swift and Kansas City Chief's tight end Travis Kelce are reportedly dating, and the two have dropped a few clues about the possibility of their romance together",24,750,0,4,,https://i.ytimg.com/vi/qSzdxlAE-wM/hqdefault.jpg,FOOTBALL|LOVE STORY|LOVE_STORY|MUSIC|NFL|PARTNER AMAZON|RUMORS|TAYLOR SWIFT|TAYLOR_SWIFT|TOP STORIES|TRAVIS KELCE|TRAVIS_KELCE|WOCHIT|swift|taylor|kelce|travis|swiftie|jason kelce|jason|celebrity relationships|taylor dating|taylor swift boyfriend|celebrity gossip|entertainment gossip|entertainment news|celebrity boyfriend|boyfriend rumor|taylor boyfriend rumor|taylor swift dating|taylor swift partner|taylor swift news,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 21:00:37
Us Weekly,UCVxZlxikHMY8LzspzinH1ww,1695344655.0,Travis Kelce Says the Ball Is in Taylor Swift’s Court,"Subscribe for more Us Weekly videos! - https://bit.ly/33yer6O

https://www.usmagazine.com/
Follow Us Weekly on Facebook: https://www.facebook.com/UsWeekly
Follow Us Weekly on Instagram: https://www.instagram.com/usweekly/
Follow Us Weekly on Twitter: https://twitter.com/usweekly",24,707,1,4,,https://i.ytimg.com/vi/MTOADTSK-a8/hqdefault.jpg,Travis Kelce|Taylor Swif|Us Weekly|Jason Kelce|The Pat McAfee Show|Pat McAfee,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 01:04:15
Nasrothschild,UCWtLy4outyx_hqNyMy9h1Aw,1695354194.0,"Travis Kelce Says He Invited Taylor Swift To Chiefs Game, 'We'll See What Happens'",,24,640,0,10,,https://i.ytimg.com/vi/2a788eEuXI8/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 03:43:14
Sports Ground,UCC43OMLxEKrSEFzYvdlxYYw,1695285168.0,Taylor Swift is dating Travis Kelce l Travis Kelce is dating Taylor Swift,"https://www.youtube.com/@SportsGround2020/featured

Travis Kelce has finally addressed the rumors that he and music megastar Taylor Swift are dating. 


#taylorswift #taylorswiftfans #taylorswiftshakeitoff #taylorswiftshorts #taylorswiftnewalbum #taylorswiftboyfriend #traviskelce #traviskelcetaylorswift #traviskelcepunch 


Philadelphia Eagles star Jason Kelce has claimed that the dating rumors surrounding Taylor Swift and his Kansas City Chiefs tight end brother, Travis, are true. 

The Anti-Hero hitmaker, 33, and the two-time Super Bowl winner, also 33, were rumored to have been dating after it was reported earlier this month that they had been 'quietly hanging out.'

Neither Kelce nor Swift have confirmed the rumors, but Jason, the Eagles' center, admitted on the WIP Morning Show that he believes they are '100 percent true.' 

'I think things are going great and I think it's 100 percent true,' the 35-year-old said.",22,561,1,8,,https://i.ytimg.com/vi/BP7GROmGkvc/hqdefault.jpg,taylor swift love story|taylor swift boyfriend|taylor swift and travis kelce|travis kelce jason kelce|travis kelce girlfriend|travis kelce taylor swift|travis kelce taylor swift new heights|jason kelce speech|travis kelce punch|taylor swift|travis kelce|jason kelce|taylor swift songs|taylor swift playlist|Travis Kelce has finally addressed the rumors that he and music megastar Taylor Swift are dating.|Travis Kelce addressed Taylor Swift are dating,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 08:32:48
Crypto Marie She Does It All,UCXomYoFVt7YF7RGzzomNmEg,1695366857.0,It’s official Taylor Swift is  dating Chiefs end Travis Kelce!!,,25,480,1,2,,https://i.ytimg.com/vi/MWx1q7YWkQs/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 07:14:17
Nasrothschild,UCWtLy4outyx_hqNyMy9h1Aw,1695353931.0,"Travis Kelce Says He Invited Taylor Swift To Chiefs Game, 'We'll See What Happens'",,24,469,0,4,,https://i.ytimg.com/vi/8L2u1YLi_0E/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 03:38:51
Jared and Katie in the Morning,UCd3b6XRp1tAPQrAq6kcTSOQ,1695328802.0,Taylor Swift Is Dating Travis Kelce!!!,"The rumors have been confirmed! Taylor Swift is dating Travis Kelce! Are they the biggest power couple to ever exist?!?!?

Jared & Katie in the Morning - 107.5 KZL - Savannah's Hot 98.3 - Myrtle's Energy 92.1 - Mon-Sat 6am-10am. Podcasts Available On All Streaming Platforms.",24,380,0,6,,https://i.ytimg.com/vi/UNUga2jqVwA/hqdefault.jpg,1075 KZL|Jared & Katie in the Morning|Jared B. Pike|Katie O'Brien|jason goodman|jason|goodman|man kisser matt|matt|squidward|troy|santolla,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 20:40:02
